instant_hour,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,temp_celsius_hour,atemp_celsius_hour,instant_day,weathersit_day,temp_celsius_day,atemp_celsius_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,temp_hour_cluster,hum_hour_cluster,windspeed_hour_cluster
2460,2011-04-17,2,0,4,9,0,0,0,1,43.0,19.0012,31,71,102,10.8,11.000600000000002,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Moderate Humidity,Moderate Wind
2461,2011-04-17,2,0,4,10,0,0,0,1,44.0,30.002599999999997,91,120,211,11.739999999999998,11.997200000000003,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Moderate Humidity,Strong Wind
2462,2011-04-17,2,0,4,11,0,0,0,1,41.0,27.999299999999998,119,185,304,13.620000000000001,13.997,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Moderate Humidity,Strong Wind
2463,2011-04-17,2,0,4,12,0,0,0,1,38.0,26.0027,167,187,354,13.620000000000001,13.997,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Strong Wind
2464,2011-04-17,2,0,4,13,0,0,0,1,34.0,26.0027,181,162,343,15.5,15.9968,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Strong Wind
2465,2011-04-17,2,0,4,14,0,0,0,1,34.0,26.0027,170,191,361,16.44,17.0,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Strong Wind
2466,2011-04-17,2,0,4,15,0,0,0,1,32.0,35.0008,179,209,388,17.380000000000003,18.0032,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Strong Wind
2467,2011-04-17,2,0,4,16,0,0,0,1,30.0,23.9994,161,182,343,17.380000000000003,18.0032,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Moderate Wind
2468,2011-04-17,2,0,4,17,0,0,0,1,30.0,30.002599999999997,143,163,306,18.320000000000004,18.9998,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Strong Wind
2469,2011-04-17,2,0,4,18,0,0,0,1,30.0,26.0027,102,175,277,18.320000000000004,18.9998,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Strong Wind
2470,2011-04-17,2,0,4,19,0,0,0,1,30.0,19.999499999999998,75,135,210,18.320000000000004,18.9998,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Moderate Wind
2471,2011-04-17,2,0,4,20,0,0,0,1,36.0,12.998000000000001,44,97,141,16.44,17.0,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Moderate Wind
2472,2011-04-17,2,0,4,21,0,0,0,1,42.0,12.998000000000001,13,70,83,15.5,15.9968,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Moderate Humidity,Moderate Wind
2473,2011-04-17,2,0,4,22,0,0,0,1,39.0,7.0015,21,49,70,15.5,15.9968,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Low Humidity,Light Wind
2474,2011-04-17,2,0,4,23,0,0,0,1,67.0,11.0014,19,37,56,12.68,13.000399999999999,107,1,13.463349000000001,13.415935999999999,47.9583,20.334232,1558,2186,3744,Mild,Moderate Humidity,Moderate Wind
2475,2011-04-18,2,0,4,0,0,1,1,1,47.0,6.0032,15,24,39,13.620000000000001,13.997,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2476,2011-04-18,2,0,4,1,0,1,1,1,47.0,8.9981,11,8,19,13.620000000000001,13.997,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2477,2011-04-18,2,0,4,2,0,1,1,1,67.0,7.0015,14,2,16,11.739999999999998,11.997200000000003,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2478,2011-04-18,2,0,4,3,0,1,1,1,62.0,7.0015,6,1,7,11.739999999999998,11.997200000000003,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2479,2011-04-18,2,0,4,4,0,1,1,1,87.0,11.0014,2,4,6,10.8,11.000600000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,High Humidity,Moderate Wind
2480,2011-04-18,2,0,4,5,0,1,1,1,76.0,6.0032,0,16,16,10.8,11.000600000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,High Humidity,Light Wind
2481,2011-04-18,2,0,4,6,0,1,1,1,82.0,0.0,3,51,54,10.8,11.000600000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,High Humidity,No/Very Low Wind
2482,2011-04-18,2,0,4,7,0,1,1,1,63.0,0.0,12,156,168,13.620000000000001,13.997,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,No/Very Low Wind
2483,2011-04-18,2,0,4,8,0,1,1,1,63.0,0.0,20,277,297,13.620000000000001,13.997,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,No/Very Low Wind
2484,2011-04-18,2,0,4,9,0,1,1,2,55.00000000000001,7.0015,37,132,169,15.5,15.9968,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2485,2011-04-18,2,0,4,10,0,1,1,2,55.00000000000001,7.0015,41,68,109,16.44,17.0,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2486,2011-04-18,2,0,4,11,0,1,1,2,52.0,6.0032,36,87,123,17.380000000000003,18.0032,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2487,2011-04-18,2,0,4,12,0,1,1,2,49.0,6.0032,60,124,184,18.320000000000004,18.9998,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Light Wind
2488,2011-04-18,2,0,4,13,0,1,1,2,49.0,11.0014,41,128,169,18.320000000000004,18.9998,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Moderate Wind
2489,2011-04-18,2,0,4,14,0,1,1,2,49.0,12.998000000000001,49,95,144,19.259999999999998,20.003,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Moderate Wind
2490,2011-04-18,2,0,4,15,0,1,1,2,43.0,12.998000000000001,64,112,176,20.2,24.999200000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Warm,Moderate Humidity,Moderate Wind
2491,2011-04-18,2,0,4,16,0,1,1,1,46.0,19.0012,40,165,205,20.2,24.999200000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Warm,Moderate Humidity,Moderate Wind
2492,2011-04-18,2,0,4,17,0,1,1,1,49.0,19.0012,66,362,428,19.259999999999998,20.003,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Moderate Wind
2493,2011-04-18,2,0,4,18,0,1,1,1,31.0,23.9994,41,321,362,22.080000000000002,24.999200000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Warm,Low Humidity,Moderate Wind
2494,2011-04-18,2,0,4,19,0,1,1,1,46.0,16.997899999999998,42,244,286,18.320000000000004,18.9998,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Moderate Wind
2495,2011-04-18,2,0,4,20,0,1,1,1,33.0,19.999499999999998,29,136,165,20.2,24.999200000000002,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Warm,Low Humidity,Moderate Wind
2496,2011-04-18,2,0,4,21,0,1,1,1,37.0,19.0012,20,131,151,18.320000000000004,18.9998,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Low Humidity,Moderate Wind
2497,2011-04-18,2,0,4,22,0,1,1,1,55.00000000000001,19.0012,9,81,90,16.44,17.0,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Moderate Wind
2498,2011-04-18,2,0,4,23,0,1,1,1,59.0,16.997899999999998,11,35,46,15.5,15.9968,108,1,16.0875,17.207636,54.25,10.958988999999999,669,2760,3429,Mild,Moderate Humidity,Moderate Wind
2499,2011-04-19,2,0,4,0,0,2,1,1,55.00000000000001,15.001299999999999,2,23,25,15.5,15.9968,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2500,2011-04-19,2,0,4,1,0,2,1,1,63.0,15.001299999999999,5,2,7,13.620000000000001,13.997,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2501,2011-04-19,2,0,4,2,0,2,1,1,67.0,19.0012,8,5,13,13.620000000000001,13.997,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2502,2011-04-19,2,0,4,3,0,2,1,1,63.0,15.001299999999999,0,3,3,14.559999999999999,15.0002,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2503,2011-04-19,2,0,4,4,0,2,1,1,67.0,6.0032,1,4,5,13.620000000000001,13.997,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Light Wind
2504,2011-04-19,2,0,4,5,0,2,1,2,72.0,12.998000000000001,1,17,18,13.620000000000001,13.997,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Moderate Wind
2505,2011-04-19,2,0,4,6,0,2,1,2,67.0,0.0,2,63,65,14.559999999999999,15.0002,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,No/Very Low Wind
2506,2011-04-19,2,0,4,7,0,2,1,2,55.00000000000001,0.0,22,166,188,16.44,17.0,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,No/Very Low Wind
2507,2011-04-19,2,0,4,8,0,2,1,2,68.0,8.9981,20,331,351,15.5,15.9968,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Light Wind
2508,2011-04-19,2,0,4,9,0,2,1,3,63.0,6.0032,23,139,162,16.44,17.0,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Light Wind
2509,2011-04-19,2,0,4,10,0,2,1,2,72.0,15.001299999999999,15,60,75,15.5,15.9968,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Moderate Wind
2510,2011-04-19,2,0,4,11,0,2,1,2,68.0,11.0014,19,53,72,17.380000000000003,18.0032,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2511,2011-04-19,2,0,4,12,0,2,1,2,64.0,6.0032,19,84,103,17.380000000000003,18.0032,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Light Wind
2512,2011-04-19,2,0,4,13,0,2,1,2,68.0,15.001299999999999,26,103,129,17.380000000000003,18.0032,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2513,2011-04-19,2,0,4,14,0,2,1,2,64.0,12.998000000000001,19,88,107,17.380000000000003,18.0032,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2514,2011-04-19,2,0,4,15,0,2,1,2,65.0,11.0014,44,83,127,17.380000000000003,18.0032,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2515,2011-04-19,2,0,4,16,0,2,1,1,52.0,19.999499999999998,30,162,192,18.320000000000004,18.9998,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Moderate Wind
2516,2011-04-19,2,0,4,17,0,2,1,1,60.0,7.0015,39,372,411,18.320000000000004,18.9998,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Light Wind
2517,2011-04-19,2,0,4,18,0,2,1,2,64.0,8.9981,44,377,421,17.380000000000003,18.0032,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,Moderate Humidity,Light Wind
2518,2011-04-19,2,0,4,19,0,2,1,2,72.0,12.998000000000001,28,248,276,15.5,15.9968,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Moderate Wind
2519,2011-04-19,2,0,4,20,0,2,1,2,72.0,15.001299999999999,20,148,168,15.5,15.9968,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Moderate Wind
2520,2011-04-19,2,0,4,21,0,2,1,2,72.0,8.9981,8,114,122,15.5,15.9968,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Light Wind
2521,2011-04-19,2,0,4,22,0,2,1,1,77.0,6.0032,3,109,112,14.559999999999999,15.0002,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Light Wind
2522,2011-04-19,2,0,4,23,0,2,1,1,88.0,6.0032,11,41,52,13.620000000000001,13.997,109,2,15.774151,16.291028000000004,66.5833,10.584057,409,2795,3204,Mild,High Humidity,Light Wind
2523,2011-04-20,2,0,4,0,0,3,1,1,88.0,8.9981,4,29,33,12.68,13.000399999999999,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,Light Wind
2524,2011-04-20,2,0,4,1,0,3,1,1,94.0,11.0014,2,5,7,11.739999999999998,11.997200000000003,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,Moderate Wind
2525,2011-04-20,2,0,4,2,0,3,1,1,94.0,11.0014,0,2,2,11.739999999999998,11.997200000000003,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,Moderate Wind
2526,2011-04-20,2,0,4,3,0,3,1,1,94.0,0.0,0,2,2,11.739999999999998,11.997200000000003,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,No/Very Low Wind
2527,2011-04-20,2,0,4,4,0,3,1,1,100.0,7.0015,5,4,9,10.8,11.000600000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,Light Wind
2528,2011-04-20,2,0,4,5,0,3,1,1,94.0,12.998000000000001,1,14,15,10.8,11.000600000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,Moderate Wind
2529,2011-04-20,2,0,4,6,0,3,1,1,94.0,11.0014,2,62,64,11.739999999999998,11.997200000000003,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,Moderate Wind
2530,2011-04-20,2,0,4,7,0,3,1,1,94.0,0.0,26,211,237,12.68,13.000399999999999,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Mild,High Humidity,No/Very Low Wind
2531,2011-04-20,2,0,4,8,0,3,1,1,69.0,31.0009,22,374,396,21.14,24.0026,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Strong Wind
2532,2011-04-20,2,0,4,9,0,3,1,1,61.0,19.0012,27,170,197,23.020000000000003,24.999200000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Moderate Wind
2533,2011-04-20,2,0,4,10,0,3,1,1,69.0,6.0032,45,86,131,21.14,24.0026,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Light Wind
2534,2011-04-20,2,0,4,11,0,3,1,1,69.0,6.0032,31,87,118,21.14,24.0026,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Light Wind
2535,2011-04-20,2,0,4,12,0,3,1,1,48.0,26.0027,28,117,145,24.9,26.998999999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Strong Wind
2536,2011-04-20,2,0,4,13,0,3,1,1,48.0,26.0027,42,135,177,24.9,26.998999999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Strong Wind
2537,2011-04-20,2,0,4,14,0,3,1,1,40.0,31.0009,33,115,148,26.78,26.998999999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Strong Wind
2538,2011-04-20,2,0,4,15,0,3,1,2,35.0,23.9994,32,113,145,27.72,28.002199999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Moderate Wind
2539,2011-04-20,2,0,4,16,0,3,1,2,35.0,23.9994,54,201,255,27.72,28.002199999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Moderate Wind
2540,2011-04-20,2,0,4,17,0,3,1,2,37.0,27.999299999999998,34,398,432,26.78,26.998999999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Strong Wind
2541,2011-04-20,2,0,4,18,0,3,1,1,30.0,23.9994,56,385,441,26.78,26.998999999999995,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Moderate Wind
2542,2011-04-20,2,0,4,19,0,3,1,1,32.0,16.997899999999998,74,309,383,24.9,26.002399999999994,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Moderate Wind
2543,2011-04-20,2,0,4,20,0,3,1,1,32.0,7.0015,31,194,225,23.96,24.999200000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Light Wind
2544,2011-04-20,2,0,4,21,0,3,1,1,36.0,19.0012,38,134,172,23.020000000000003,24.999200000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Moderate Wind
2545,2011-04-20,2,0,4,22,0,3,1,1,41.0,16.997899999999998,12,105,117,21.14,24.999200000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Moderate Humidity,Moderate Wind
2546,2011-04-20,2,0,4,23,0,3,1,1,40.0,22.0028,14,79,93,20.2,24.999200000000002,110,1,19.965,21.249872000000003,61.4167,16.208975,613,3331,3944,Warm,Low Humidity,Moderate Wind
2547,2011-04-21,2,0,4,0,0,4,1,1,43.0,23.9994,11,33,44,18.320000000000004,18.9998,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Moderate Wind
2548,2011-04-21,2,0,4,1,0,4,1,1,45.0,15.001299999999999,6,20,26,16.44,17.0,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Moderate Wind
2549,2011-04-21,2,0,4,2,0,4,1,1,42.0,26.0027,3,10,13,15.5,15.9968,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2550,2011-04-21,2,0,4,3,0,4,1,2,51.0,31.0009,4,3,7,13.620000000000001,13.997,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2551,2011-04-21,2,0,4,4,0,4,1,2,54.0,30.002599999999997,2,4,6,12.68,13.000399999999999,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2552,2011-04-21,2,0,4,5,0,4,1,2,54.0,36.9974,0,14,14,11.739999999999998,11.997200000000003,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2553,2011-04-21,2,0,4,6,0,4,1,2,57.99999999999999,39.000699999999995,2,73,75,10.8,11.000600000000002,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2554,2011-04-21,2,0,4,7,0,4,1,2,47.0,31.0009,15,183,198,11.739999999999998,11.997200000000003,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2555,2011-04-21,2,0,4,8,0,4,1,2,50.0,32.9975,19,346,365,10.8,11.000600000000002,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Strong Wind
2556,2011-04-21,2,0,4,9,0,4,1,2,47.0,19.0012,18,178,196,11.739999999999998,11.997200000000003,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Moderate Wind
2557,2011-04-21,2,0,4,10,0,4,1,1,44.0,23.9994,25,73,98,11.739999999999998,11.997200000000003,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Moderate Wind
2558,2011-04-21,2,0,4,11,0,4,1,1,41.0,19.0012,34,99,133,12.68,13.000399999999999,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Moderate Wind
2559,2011-04-21,2,0,4,12,0,4,1,1,38.0,11.0014,49,150,199,13.620000000000001,13.997,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Moderate Wind
2560,2011-04-21,2,0,4,13,0,4,1,1,33.0,22.0028,55,122,177,14.559999999999999,15.0002,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Moderate Wind
2561,2011-04-21,2,0,4,14,0,4,1,1,34.0,26.0027,68,160,228,15.5,15.9968,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Strong Wind
2562,2011-04-21,2,0,4,15,0,4,1,1,28.999999999999996,27.999299999999998,69,166,235,16.44,17.0,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Strong Wind
2563,2011-04-21,2,0,4,16,0,4,1,1,27.0,23.9994,66,228,294,16.44,17.0,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Moderate Wind
2564,2011-04-21,2,0,4,17,0,4,1,1,28.999999999999996,11.0014,79,402,481,15.5,15.9968,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Moderate Wind
2565,2011-04-21,2,0,4,18,0,4,1,1,25.0,19.0012,71,381,452,15.5,15.9968,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Moderate Wind
2566,2011-04-21,2,0,4,19,0,4,1,1,28.000000000000004,19.0012,52,272,324,13.620000000000001,13.997,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Moderate Wind
2567,2011-04-21,2,0,4,20,0,4,1,1,30.0,8.9981,28,176,204,12.68,13.000399999999999,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Light Wind
2568,2011-04-21,2,0,4,21,0,4,1,1,47.0,12.998000000000001,25,159,184,11.739999999999998,11.997200000000003,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Moderate Wind
2569,2011-04-21,2,0,4,22,0,4,1,1,38.0,6.0032,31,106,137,11.739999999999998,11.997200000000003,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Low Humidity,Light Wind
2570,2011-04-21,2,0,4,23,0,4,1,1,43.0,7.0015,13,86,99,10.8,11.000600000000002,111,1,13.580849,13.956872,40.708299999999994,21.792286,745,3444,4189,Mild,Moderate Humidity,Light Wind
2571,2011-04-22,2,0,4,0,0,5,1,1,62.0,12.998000000000001,3,30,33,8.919999999999998,7.000999999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2572,2011-04-22,2,0,4,1,0,5,1,1,53.0,16.997899999999998,2,22,24,8.919999999999998,5.997799999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2573,2011-04-22,2,0,4,2,0,5,1,1,53.0,19.999499999999998,2,7,9,8.919999999999998,5.997799999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2574,2011-04-22,2,0,4,3,0,5,1,1,53.0,19.999499999999998,0,2,2,8.919999999999998,5.997799999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2575,2011-04-22,2,0,4,4,0,5,1,1,53.0,19.0012,1,2,3,7.98,5.001199999999997,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2576,2011-04-22,2,0,4,5,0,5,1,1,53.0,15.001299999999999,0,16,16,7.98,5.001199999999997,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2577,2011-04-22,2,0,4,6,0,5,1,1,53.0,19.0012,2,47,49,7.98,5.001199999999997,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2578,2011-04-22,2,0,4,7,0,5,1,2,53.0,19.0012,5,175,180,7.98,5.001199999999997,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2579,2011-04-22,2,0,4,8,0,5,1,2,53.0,16.997899999999998,15,331,346,7.98,5.001199999999997,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2580,2011-04-22,2,0,4,9,0,5,1,3,61.0,19.999499999999998,17,178,195,7.98,3.998000000000001,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2581,2011-04-22,2,0,4,10,0,5,1,2,62.0,12.998000000000001,32,104,136,8.919999999999998,7.000999999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2582,2011-04-22,2,0,4,11,0,5,1,3,66.0,12.998000000000001,23,83,106,7.98,5.997799999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,Moderate Humidity,Moderate Wind
2583,2011-04-22,2,0,4,12,0,5,1,3,76.0,8.9981,19,61,80,7.98,5.997799999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,High Humidity,Light Wind
2584,2011-04-22,2,0,4,13,0,5,1,3,87.0,12.998000000000001,3,37,40,7.98,5.997799999999998,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,High Humidity,Moderate Wind
2585,2011-04-22,2,0,4,14,0,5,1,3,87.0,16.997899999999998,3,33,36,7.98,5.001199999999997,112,2,7.823349,5.248964000000001,72.9583,14.707906999999999,177,1506,1683,Cold,High Humidity,Moderate Wind
